id,crop
2571,0
4909,0
1539,0
3001,0
6031,0
4099,0
1221,0
5921,0
168,0
4041,0
2886,0
4872,0
230,0
3306,0
5696,0
6689,0
437,0
6591,0
2664,0
2986,0
4559,0
435,0
4591,0
79,0
5828,0
6052,0
2477,0
5292,0
1487,0
3570,0
734,0
457,0
4210,0
5987,0
3473,0
5099,0
5798,0
2415,0
511,0
6122,0
2522,0
3297,0
5706,0
2392,0
1410,0
4078,0
3785,0
6755,0
3098,0
4733,0
1839,0
3418,0
2648,0
2317,0
4765,0
5609,0
5494,0
2579,0
2550,0
4915,0
4815,0
95,0
1934,0
535,0
2850,0
3487,0
4110,0
2829,0
3206,0
3563,0
6246,0
4956,0
2484,0
2154,0
4015,0
6430,0
2899,0
4767,0
3751,0
2463,0
5771,0
2464,0
2629,0
1174,0
4291,0
5966,0
5821,0
4918,0
5185,0
6814,0
2110,0
2173,0
6643,0
4762,0
2215,0
4245,0
6759,0
1057,0
2095,0
6824,0
5413,0
5819,0
1149,0
5357,0
3907,0
61,0
4266,0
2127,0
3169,0
1181,0
2726,0
5708,0
3128,0
3439,0
19,0
5057,0
3220,0
4060,0
5206,0
6608,0
5101,0
2210,0
3277,0
5806,0
1918,0
828,0
3545,0
5617,0
5545,0
3656,0
5368,0
6561,0
247,0
1046,0
4220,0
6683,0
1507,0
1732,0
3901,0
4189,0
5613,0
487,0
1372,0
2388,0
1783,0
3504,0
3519,0
3977,0
3912,0
1632,0
4412,0
852,0
5532,0
2927,0
5803,0
4347,0
3454,0
1375,0
706,0
3402,0
1801,0
3881,0
31,0
3407,0
1744,0
3071,0
1345,0
6785,0
1034,0
6266,0
4209,0
6216,0
4983,0
1617,0
17,0
96,0
1820,0
3012,0
156,0
5735,0
4984,0
3250,0
319,0
1867,0
2609,0
4251,0
932,0
321,0
3921,0
4022,0
4071,0
5164,0
1765,0
4318,0
960,0
6129,0
6876,0
2117,0
80,0
1452,0
3497,0
994,0
5985,0
1407,0
4235,0
6864,0
1720,0
2666,0
6609,0
865,0
1219,0
1042,0
965,0
5367,0
1586,0
1992,0
6513,0
93,0
3078,0
3795,0
1005,0
3951,0
5643,0
763,0
2677,0
3961,0
4287,0
37,0
408,0
6551,0
2465,0
5796,0
5559,0
2406,0
4357,0
1038,0
3759,0
1039,0
3842,0
2118,0
1352,0
1656,0
3947,0
3248,0
6503,0
5123,0
2981,0
4315,0
6156,0
742,0
3320,0
576,0
1374,0
5386,0
3260,0
4877,0
472,0
263,0
2338,0
6897,0
1321,0
1883,0
6871,0
2091,0
5670,0
334,0
4252,0
927,0
2728,0
4747,0
1277,0
23,0
6795,0
2691,0
625,0
5737,0
1197,0
4801,0
3703,0
5940,0
4402,0
1097,0
585,0
1737,0
1499,0
2718,0
4986,0
1002,0
1287,0
6027,0
2337,0
1858,0
592,0
6710,0
4641,0
798,0
1370,0
6538,0
4578,0
177,0
2462,0
4725,0
5873,0
544,0
4301,0
4176,0
1420,0
2542,0
3109,0
1550,0
4701,0
2509,0
1554,0
6651,0
378,0
5466,0
4963,0
199,0
3634,0
1882,0
6071,0
2548,0
4393,0
4813,0
2559,0
5272,0
1144,0
2821,0
3646,0
3599,0
696,0
4560,0
1168,0
5365,0
4920,0
5451,0
996,0
4715,0
2628,0
6772,0
5584,0
3904,0
2669,0
2083,0
547,0
5701,0
1755,0
1223,0
5118,0
5865,0
1078,0
3802,0
1075,0
2184,0
1041,0
5438,0
2042,0
4691,0
1623,0
518,0
6212,0
3357,0
3689,0
3346,0
491,0
5857,0
6789,0
323,0
2926,0
3034,0
1320,0
3388,0
3753,0
2972,0
6892,0
324,0
6576,0
5992,0
1263,0
3559,0
5937,0
1595,0
6588,0
1281,0
2446,0
3956,0
4086,0
88,0
6069,0
957,0
1362,0
6659,0
4217,0
3187,0
1451,0
198,0
2942,0
3209,0
5335,0
73,0
1694,0
2275,0
1108,0
1559,0
6237,0
2758,0
2432,0
3096,0
1747,0
3518,0
2836,0
2264,0
4359,0
5244,0
3049,0
6221,0
6291,0
5548,0
6753,0
921,0
6682,0
4550,0
6678,0
4698,0
1335,0
5814,0
2018,0
4645,0
6222,0
2689,0
3973,0
208,0
1535,0
4690,0
833,0
620,0
6502,0
6043,0
6490,0
3063,0
4087,0
1919,0
3164,0
6357,0
5461,0
4513,0
1199,0
2883,0
2348,0
5230,0
6529,0
1443,0
2254,0
6032,0
4738,0
5598,0
4319,0
1643,0
5151,0
401,0
4959,0
6655,0
41,0
4906,0
1862,0
4860,0
2789,0
2617,0
5802,0
5314,0
3846,0
3116,0
2080,0
2197,0
1056,0
4628,0
6377,0
6144,0
4151,0
1426,0
3193,0
6258,0
1498,0
736,0
3583,0
1730,0
3428,0
3090,0
5538,0
549,0
5528,0
6467,0
6435,0
296,0
4075,0
5209,0
4147,0
6695,0
5381,0
3411,0
3039,0
1009,0
6704,0
3168,0
3153,0
6395,0
5718,0
3123,0
6141,0
3195,0
1192,0
3891,0
1328,0
4058,0
5492,0
346,0
5072,0
2488,0
4427,0
1729,0
681,0
6274,0
6245,0
1261,0
87,0
465,0
5375,0
1087,0
3089,0
3662,0
4201,0
4523,0
2206,0
157,0
351,0
764,0
1371,0
5660,0
1726,0
2431,0
6131,0
5291,0
752,0
743,0
3027,0
5040,0
4148,0
2115,0
6758,0
1074,0
842,0
1582,0
2742,0
2575,0
4013,0
3315,0
6752,0
5445,0
4789,0
5638,0
167,0
1425,0
5679,0
1115,0
1163,0
4326,0
5227,0
3378,0
5593,0
6499,0
5669,0
4094,0
6320,0
4262,0
4271,0
2164,0
1385,0
6005,0
1544,0
4102,0
2576,0
3263,0
3667,0
6183,0
3979,0
5273,0
5666,0
1436,0
373,0
4905,0
4977,0
1397,0
308,0
4258,0
1438,0
6039,0
4454,0
2202,0
1501,0
2226,0
1195,0
5446,0
4342,0
1803,0
65,0
2499,0
5754,0
1317,0
1789,0
3671,0
6844,0
3392,0
3578,0
1393,0
6030,0
4557,0
3480,0
322,0
248,0
5330,0
3882,0
5880,0
4080,0
2223,0
231,0
6143,0
4498,0
4534,0
5665,0
3298,0
2603,0
91,0
5763,0
318,0
5784,0
3107,0
2328,0
4975,0
4618,0
5039,0
3554,0
1775,0
6022,0
3593,0
5866,0
5728,0
1840,0
1090,0
5664,0
4528,0
1740,0
2592,0
1215,0
4043,0
5570,0
6198,0
2318,0
3410,0
4471,0
4294,0
4529,0
4666,0
4056,0
265,0
6778,0
5714,0
2087,0
6877,0
789,0
2644,0
5481,0
5721,0
838,0
14,0
3478,0
1662,0
6366,0
5686,0
8,0
4162,0
6556,0
332,0
5156,0
4650,0
3484,0
3550,0
2697,0
2952,0
2835,0
2741,0
339,0
2851,0
4118,0
4633,0
2413,0
2002,0
6012,0
2505,0
622,0
1201,0
2651,0
6831,0
1966,0
1079,0
6622,0
3148,0
4482,0
6802,0
3443,0
6716,0
3641,0
6690,0
1176,0
1061,0
5963,0
4834,0
5938,0
3571,0
196,0
3698,0
1954,0
1926,0
4630,0
2588,0
5960,0
432,0
3910,0
6358,0
4825,0
6654,0
4740,0
3606,0
3334,0
3529,0
2441,0
5607,0
5035,0
84,0
3176,0
2618,0
3185,0
425,0
4558,0
1022,0
4407,0
5060,0
3781,0
604,0
4273,0
2985,0
2470,0
3163,0
6592,0
1728,0
1465,0
4398,0
3475,0
2149,0
4597,0
6854,0
185,0
2375,0
4603,0
747,0
3016,0
5081,0
2795,0
4113,0
2907,0
1412,0
5417,0
2873,0
486,0
3880,0
4391,0
1768,0
5061,0
5424,0
5702,0
4985,0
3721,0
6743,0
2807,0
4937,0
245,0
904,0
4878,0
6468,0
2847,0
1419,0
5766,0
228,0
4504,0
4695,0
2842,0
1652,0
3889,0
4221,0
2753,0
3829,0
6674,0
100,0
5224,0
4169,0
4269,0
3309,0
5064,0
5656,0
1606,0
3861,0
5447,0
2715,0
6648,0
4370,0
2646,0
3347,0
6128,0
254,0
2902,0
221,0
4755,0
3323,0
5143,0
6275,0
4925,0
5416,0
1379,0
5247,0
6319,0
5253,0
376,0
755,0
291,0
3469,0
1175,0
188,0
6539,0
1832,0
5965,0
3790,0
501,0
5913,0
2874,0
5540,0
2957,0
3978,0
6385,0
672,0
4793,0
1964,0
6487,0
5377,0
3509,0
5407,0
1702,0
216,0
2020,0
5812,0
4568,0
5420,0
506,0
5572,0
6484,0
1153,0
6317,0
4600,0
4081,0
1978,0
4417,0
4405,0
3817,0
347,0
1533,0
333,0
6565,0
5550,0
6029,0
6414,0
6458,0
6444,0
4942,0
746,0
2287,0
1557,0
4522,0
3800,0
3592,0
4938,0
259,0
3101,0
6820,0
5402,0
3127,0
5790,0
599,0
45,0
4392,0
3488,0
6312,0
6602,0
2812,0
3905,0
4284,0
4051,0
2153,0
3898,0
426,0
1193,0
805,0
410,0
6340,0
3616,0
438,0
4539,0
434,0
4535,0
5861,0
3308,0
3442,0
1961,0
5274,0
5097,0
4077,0
1049,0
626,0
3295,0
210,0
3728,0
6329,0
2133,0
51,0
1109,0
3893,0
3932,0
6771,0
6315,0
4808,0
4088,0
5859,0
5106,0
1979,0
5153,0
3922,0
5489,0
5354,0
5944,0
2272,0
5132,0
4401,0
1741,0
705,0
3513,0
4001,0
5674,0
5563,0
3010,0
527,0
1870,0
565,0
1509,0
2191,0
640,0
1406,0
730,0
5884,0
4240,0
325,0
290,0
4379,0
4974,0
5785,0
4593,0
4546,0
4428,0
5979,0
1599,0
864,0
5566,0
5840,0
5518,0
6445,0
2182,0
5388,0
371,0
1965,0
6661,0
3032,0
6103,0
2647,0
5013,0
5307,0
4739,0
4935,0
6248,0
3494,0
5900,0
5003,0
1446,0
2818,0
122,0
479,0
5371,0
4960,0
6618,0
3425,0
4477,0
940,0
1872,0
5045,0
439,0
847,0
3984,0
2333,0
4828,0
3131,0
1173,0
3682,0
2663,0
1566,0
1665,0
4531,0
3422,0
4769,0
279,0
1912,0
1467,0
3611,0
4104,0
5958,0
3832,0
1553,0
1101,0
3226,0
6691,0
1888,0
577,0
59,0
4280,0
787,0
2364,0
4383,0
1545,0
6664,0
2301,0
4947,0
1183,0
1760,0
6330,0
5939,0
1786,0
5851,0
4903,0
420,0
5267,0
553,0
1618,0
2119,0
1562,0
1414,0
443,0
4369,0
4371,0
1672,0
6712,0
4295,0
1543,0
181,0
3396,0
794,0
1330,0
4338,0
1400,0
5729,0
1864,0
5250,0
3244,0
4990,0
530,0
5853,0
710,0
2229,0
1315,0
558,0
5807,0
2225,0
5753,0
6495,0
907,0
3288,0
5849,0
5589,0
1869,0
3731,0
1835,0
2908,0
3626,0
926,0
6017,0
4950,0
15,0
6238,0
315,0
5690,0
4901,0
1161,0
1423,0
1512,0
4881,0
1620,0
1212,0
1578,0
3664,0
5397,0
6076,0
5736,0
2302,0
1844,0
6035,0
4927,0
1373,0
4096,0
5286,0
1323,0
5103,0
1657,0
4692,0
4302,0
3543,0
3856,0
2638,0
1032,0
6653,0
3783,0
3077,0
6491,0
3269,0
1010,0
6660,0
4207,0
691,0
533,0
4714,0
6066,0
652,0
33,0
4490,0
44,0
3270,0
2233,0
964,0
1511,0
4607,0
6077,0
3477,0
1569,0
6354,0
2271,0
6676,0
5140,0
4656,0
2458,0
26,0
4886,0
63,0
1044,0
2582,0
3043,0
227,0
5826,0
5781,0
5902,0
3066,0
1703,0
2126,0
969,0
4508,0
2763,0
2053,0
5345,0
1782,0
2596,0
2303,0
2024,0
2168,0
2955,0
4035,0
4464,0
2138,0
252,0
3541,0
5434,0
5216,0
4750,0
6100,0
5755,0
6213,0
4335,0
5762,0
2183,0
5079,0
4233,0
2004,0
641,0
6279,0
4660,0
1477,0
297,0
303,0
3989,0
5077,0
6026,0
1718,0
1893,0
2802,0
655,0
1561,0
5199,0
4006,0
240,0
783,0
1354,0
1018,0
2298,0
977,0
809,0
3836,0
4602,0
257,0
893,0
4709,0
2410,0
2543,0
3470,0
4814,0
6564,0
6843,0
3114,0
5372,0
1357,0
1454,0
2098,0
6239,0
1670,0
3929,0
1894,0
6059,0
3734,0
2439,0
3934,0
2699,0
5004,0
4771,0
3940,0
4677,0
2323,0
6060,0
2778,0
1092,0
4817,0
124,0
6888,0
1921,0
4196,0
1859,0
3240,0
6375,0
3080,0
4564,0
598,0
75,0
1339,0
1416,0
6883,0
2124,0
4624,0
5378,0
2722,0
149,0
6849,0
5459,0
453,0
2770,0
4236,0
3025,0
808,0
2862,0
3227,0
5797,0
1558,0
1119,0
6846,0
810,0
1129,0
834,0
4108,0
5306,0
6598,0
3752,0
1235,0
1225,0
1669,0
1940,0
6057,0
4260,0
2622,0
1615,0
4832,0
2107,0
1027,0
6276,0
5184,0
349,0
452,0
662,0
172,0
1405,0
5179,0
4456,0
422,0
2510,0
6486,0
881,0
5947,0
1253,0
2706,0
6085,0
6171,0
3980,0
6429,0
4331,0
102,0
4840,0
5649,0
6544,0
2310,0
2357,0
4966,0
3349,0
6045,0
6798,0
6492,0
135,0
2684,0
3661,0
6629,0
6256,0
4601,0
3463,0
2288,0
6337,0
1600,0
4072,0
1671,0
6711,0
807,0
462,0
879,0
3126,0
4871,0
5193,0
4462,0
3383,0
799,0
354,0
5201,0
1073,0
4588,0
2063,0
144,0
380,0
1340,0
3366,0
5473,0
121,0
4679,0
1360,0
418,0
3492,0
5437,0
1514,0
5889,0
4304,0
2245,0
5026,0
555,0
1916,0
3406,0
1941,0
1485,0
5748,0
1272,0
6464,0
1411,0
6053,0
6301,0
1471,0
2189,0
5394,0
4617,0
5523,0
5982,0
2662,0
3047,0
3007,0
3006,0
6478,0
4047,0
3337,0
6105,0
3125,0
6082,0
1268,0
414,0
4092,0
2954,0
654,0
4017,0
1891,0
5382,0
3159,0
5086,0
3404,0
773,0
5636,0
589,0
3774,0
4519,0
3018,0
4993,0
3758,0
2868,0
701,0
3379,0
3834,0
5682,0
677,0
4794,0
4625,0
2498,0
2263,0
3927,0
693,0
1513,0
3717,0
6562,0
6064,0
110,0
2937,0
3820,0
3053,0
5935,0
3467,0
1795,0
856,0
5642,0
4532,0
5231,0
2418,0
2627,0
4299,0
1880,0
3204,0
2057,0
2345,0
3257,0
5076,0
1468,0
5075,0
2707,0
4952,0
4168,0
3944,0
107,0
29,0
3704,0
2112,0
5858,0
4716,0
751,0
3050,0
584,0
1220,0
2523,0
6117,0
4586,0
5931,0
548,0
5340,0
4039,0
6416,0
3450,0
3560,0
6647,0
6750,0
6217,0
1922,0
344,0
5019,0
5152,0
1575,0
5626,0
6470,0
2932,0
2678,0
1905,0
4172,0
2077,0
90,0
5822,0
4253,0
3414,0
2916,0
6422,0
624,0
69,0
889,0
3238,0
5233,0
4449,0
4541,0
6264,0
3139,0
947,0
877,0
2316,0
6441,0
293,0
6782,0
1876,0
445,0
3862,0
3268,0
6881,0
2031,0
5583,0
4594,0
4967,0
4093,0
4582,0
2977,0
6804,0
4823,0
367,0
3289,0
6406,0
5693,0
2045,0
3265,0
5344,0
6324,0
2177,0
6705,0
3660,0
3409,0
5503,0
4866,0
5303,0
4879,0
1807,0
1186,0
5028,0
2199,0
3528,0
2615,0
5242,0
6751,0
151,0
5595,0
1033,0
1383,0
915,0
1305,0
2142,0
2402,0
4883,0
509,0
2227,0
4941,0
5380,0
4366,0
1945,0
4537,0
748,0
6273,0
3915,0
1805,0
1310,0
1611,0
3024,0
911,0
2570,0
3023,0
2276,0
3964,0
4994,0
2577,0
1902,0
471,0
3995,0
6290,0
5619,0
4507,0
6514,0
3668,0
896,0
5223,0
4195,0
1773,0
3181,0
251,0
1209,0
2585,0
3732,0
5657,0
4982,0
3426,0
1128,0
2781,0
4386,0
1593,0
2521,0
3290,0
57,0
1699,0
1322,0
176,0
3064,0
5998,0
2882,0
6856,0
6383,0
292,0
1142,0
5862,0
3149,0
183,0
1170,0
2447,0
2943,0
3235,0
6177,0
2252,0
1086,0
2676,0
5066,0
1172,0
3837,0
2387,0
6594,0
6649,0
4761,0
4365,0
4635,0
5782,0
6715,0
2283,0
2997,0
613,0
2399,0
4472,0
2515,0
3589,0
1430,0
3939,0
1748,0
6219,0
505,0
415,0
1897,0
272,0
5212,0
1706,0
4672,0
4030,0
3680,0
4615,0
5768,0
2351,0
106,0
1344,0
6675,0
3764,0
5946,0
6008,0
3749,0
952,0
3002,0
6694,0
6786,0
1504,0
2688,0
6862,0
3614,0
4352,0
4264,0
1121,0
6380,0
5339,0
3132,0
1024,0
4851,0
3386,0
6630,0
3377,0
3413,0
416,0
2157,0
6613,0
2284,0
4154,0
564,0
478,0
5879,0
5648,0
1203,0
1224,0
142,0
2155,0
3787,0
5907,0
5010,0
3393,0
5911,0
2877,0
605,0
1194,0
1956,0
2594,0
2167,0
4545,0
1756,0
497,0
2022,0
2166,0
6748,0
3370,0
3666,0
4024,0
721,0
2370,0
1025,0
5241,0
1295,0
6898,0
1496,0
5741,0
1520,0
4997,0
6642,0
5008,0
2984,0
5269,0
2893,0
2519,0
5842,0
5021,0
1302,0
108,0
1754,0
1351,0
6522,0
5484,0
2963,0
3539,0
3815,0
2825,0
931,0
1973,0
336,0
6046,0
3362,0
4842,0
4194,0
1649,0
937,0
5951,0
1580,0
5941,0
387,0
6342,0
6182,0
6532,0
2704,0
5843,0
724,0
765,0
286,0
4270,0
6055,0
4353,0
307,0
4577,0
1860,0
5680,0
2925,0
2921,0
5370,0
4290,0
6094,0
6250,0
1791,0
6090,0
3551,0
1634,0
6536,0
4845,0
5852,0
184,0
3044,0
71,0
4084,0
711,0
421,0
1020,0
3433,0
2181,0
3091,0
737,0
4631,0
1260,0
1666,0
3710,0
2716,0
3003,0
3274,0
4463,0
6402,0
6571,0
2771,0
6126,0
1210,0
1695,0
4939,0
6480,0
1095,0
3796,0
6872,0
6189,0
4141,0
1630,0
3937,0
1881,0
4614,0
1612,0
978,0
6112,0
6520,0
3870,0
848,0
2805,0
3166,0
3757,0
6300,0
47,0
5678,0
1350,0
2312,0
446,0
1743,0
3968,0
3809,0
5485,0
5899,0
